Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8233872,imr,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,DHSMICSGEOREGION,DHSMICSGEOREGION_SYRMICS200610,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:48:07+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8235125,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS201404,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,12.8 [3.8-21.8],12.82805,3.82637,21.82972,,2022-05-26T14:42:13+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8235783,imr,COUNTRY,BFA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,44.7 [31.3-58.2],44.73732,31.30547,58.16917,,2022-05-26T12:00:59+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8236008,imr,COUNTRY,GIN,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,125.1 [100.1-150.1],125.12065,100.10166,150.13965,,2022-05-26T12:10:52+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8236137,imr,COUNTRY,MNG,WPR,YEAR,Western Pacific,DHSMICSGEOREGION,DHSMICSGEOREGION_MNGMICS200504,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:34:21+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8236392,imr,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,1997,,,,,DATASOURCE,DATASOURCE_EQ_DHS,39.1 [29.5-48.6],39.06994,29.52695,48.61293,,2022-05-26T11:36:01+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
8236474,imr,COUNTRY,GMB,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,36.3 [29.3-43.3],36.29411,29.30884,43.27938,,2022-05-26T11:17:51+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8236749,imr,COUNTRY,GMB,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_GMBDHS201306,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,44.7 [28.9-60.6],44.74546,28.89558,60.59534,,2022-05-26T14:23:01+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8238610,imr,COUNTRY,MNG,WPR,YEAR,Western Pacific,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2013,,,,,DATASOURCE,DATASOURCE_EQ_MICS,34.6 [28.7-40.4],34.57204,28.71965,40.42443,,2022-05-26T11:37:17+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8240331,imr,COUNTRY,GMB,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_GMBDHS201904,2019,,,,,DATASOURCE,DATASOURCE_EQ_DHS,54.9 [38.4-71.4],54.9207,38.42204,71.41936,,2022-05-26T14:23:10+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8240413,imr,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,15.3 [5.9-24.8],15.34679,5.87672,24.81687,,2022-05-26T12:55:07+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8240650,imr,COUNTRY,PER,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,2018,,,,,DATASOURCE,DATASOURCE_EQ_DHS,23.2 [17.4-29.1],23.22167,17.39134,29.05199,,2022-05-26T12:27:12+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8241101,imr,COUNTRY,UGA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2016,,,,,DATASOURCE,DATASOURCE_EQ_DHS,49.7 [40.9-58.5],49.69743,40.94075,58.45411,,2022-05-26T12:36:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8241958,imr,COUNTRY,MKD,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death,2022-05-26T12:23:58+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8242009,imr,COUNTRY,BGD,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_BGDDHS201405,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,42.6 [33.5-51.8],42.63269,33.48766,51.77773,,2022-05-26T14:12:19+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8245971,imr,COUNTRY,ZMB,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,2001,,,,,DATASOURCE,DATASOURCE_EQ_DHS,90.1 [73.2-107.0],90.10742,73.20515,107.00969,,2022-05-26T12:38:21+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8250159,imr,COUNTRY,LSO,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS20-49,2009,,,,,DATASOURCE,DATASOURCE_EQ_DHS,83.6 [74.1-93.1],83.60401,74.09499,93.11302,,2022-05-26T11:03:32+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8251448,imr,COUNTRY,SWZ,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_SWZMICS201403,2014,,,,,DATASOURCE,DATASOURCE_EQ_MICS,77.5 [58.6-96.4],77.46024,58.55032,96.37016,,2022-05-26T14:22:09+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8251873,imr,COUNTRY,LCA,AMR,YEAR,Americas,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,2012,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:23:37+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8253537,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_IDNDHS201226,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,24.1 [15.1-33.1],24.10049,15.11515,33.08583,,2022-05-26T14:28:44+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8253801,imr,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,DHSMICSGEOREGION,DHSMICSGEOREGION_AFGDHS201511,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,60.8 [41.6-80.0],60.82829,41.63725,80.01933,,2022-05-26T14:10:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8253903,imr,COUNTRY,SUR,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_SURMICS200603,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:47:49+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8253913,imr,COUNTRY,TLS,SEAR,YEAR,South-East Asia,AGEGROUP,AGEGROUP_YEARS15-19,2016,,,,,DATASOURCE,DATASOURCE_EQ_DHS,37.2 [24.3-50.1],37.20863,24.27807,50.13918,,2022-05-26T11:06:52+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8254061,imr,COUNTRY,PER,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,2020,,,,,DATASOURCE,DATASOURCE_EQ_DHS,15.8 [3.4-28.3],15.84744,3.4276,28.26729,,2022-05-26T12:27:26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8255129,imr,COUNTRY,MRT,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2011,,,,,DATASOURCE,DATASOURCE_EQ_MICS,62.4 [52.5-72.2],62.35926,52.53625,72.18228,,2022-05-26T12:19:21+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8255781,imr,COUNTRY,KGZ,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,1997,,,,,DATASOURCE,DATASOURCE_EQ_DHS,55.2 [30.0-80.3],55.18913,30.04165,80.33662,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T12:15:48+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
8256756,imr,COUNTRY,VUT,WPR,YEAR,Western Pacific,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2007,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:37:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8258238,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,22.6 [16.5-28.8],22.64276,16.51606,28.76945,,2022-05-26T12:13:40+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8259455,imr,COUNTRY,MEX,AMR,YEAR,Americas,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:21:02+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8261661,imr,COUNTRY,CAF,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:02:43+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8261722,imr,COUNTRY,MKD,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_MKDMICS201807,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death,2022-05-26T14:38:31+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8261841,imr,COUNTRY,TKM,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,32.7 [20.4-45.1],32.74033,20.38283,45.09784,,2022-05-26T12:35:23+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8262282,imr,COUNTRY,BGD,SEAR,YEAR,South-East Asia,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,1999,,,,,DATASOURCE,DATASOURCE_EQ_DHS,93.4 [77.3-109.5],93.40221,77.32851,109.4759,,2022-05-26T11:57:28+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
8262633,imr,COUNTRY,CMR,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS15-19,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:00:19+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8263556,imr,COUNTRY,BOL,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,2003,,,,,DATASOURCE,DATASOURCE_EQ_DHS,50.9 [42.9-58.9],50.934,42.94093,58.92707,,2022-05-26T12:47:11+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
8264185,imr,COUNTRY,COL,AMR,YEAR,Americas,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,27.5 [23.1-31.9],27.45867,23.06383,31.85352,,2022-05-26T11:16:03+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8264750,imr,COUNTRY,TZA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,61.6 [46.9-76.4],61.6352,46.87558,76.39482,,2022-05-26T12:36:54+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8265656,imr,COUNTRY,RWA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,49.8 [37.9-61.6],49.75505,37.94957,61.56054,,2022-05-26T12:28:58+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8265905,imr,COUNTRY,CMR,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_CMRDHS201809,2018,,,,,DATASOURCE,DATASOURCE_EQ_DHS,51.0 [36.6-65.5],51.03352,36.55219,65.51484,,2022-05-26T14:16:30+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8265976,imr,COUNTRY,NIC,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_NICRHS199202,1992,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T14:36:26+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
8266738,imr,COUNTRY,GTM,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,26.2 [17.3-35.1],26.19109,17.29714,35.08504,,2022-05-26T12:10:41+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8267857,imr,COUNTRY,SLE,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS20-49,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:06:22+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8268505,imr,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,AGEGROUP,AGEGROUP_YEARS20-49,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,38.9 [35.3-42.5],38.87239,35.26775,42.47704,,2022-05-26T11:01:26+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8269642,imr,COUNTRY,PER,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,7.9 [2.1-13.7],7.90128,2.13483,13.66773,,2022-05-26T13:01:12+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8270585,imr,COUNTRY,ZMB,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_ZMBDHS200707,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,64.6 [50.3-79.0],64.62843,50.25922,78.99763,,2022-05-26T14:53:17+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8274369,imr,COUNTRY,UGA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,1995,,,,,DATASOURCE,DATASOURCE_EQ_DHS,105.4 [83.0-127.7],105.37961,83.0421,127.71712,,2022-05-26T12:35:41+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
8274476,imr,COUNTRY,TKM,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,33.6 [19.8-47.5],33.62361,19.79573,47.45149,,2022-05-26T12:35:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8274562,imr,COUNTRY,BFA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_BFADHS200304,2003,,,,,DATASOURCE,DATASOURCE_EQ_DHS,67.4 [41.1-93.7],67.38948,41.06845,93.71051,,2022-05-26T14:14:21+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
8275075,imr,COUNTRY,UGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS200004,2000,,,,,DATASOURCE,DATASOURCE_EQ_DHS,97.8 [82.5-113.2],97.84472,82.51909,113.17035,,2022-05-26T14:50:03+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8275553,imr,COUNTRY,DOM,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_DOMDHS200732,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,38.5 [28.1-49.0],38.52787,28.1047,48.95105,,2022-05-26T14:20:34+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8277280,imr,COUNTRY,MWI,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS15-19,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,58.7 [52.0-65.5],58.73652,51.9767,65.49632,,2022-05-26T11:03:51+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8277608,imr,COUNTRY,MWI,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,23.1 [14.9-31.4],23.13132,14.89081,31.37183,,2022-05-26T12:18:13+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8278391,imr,COUNTRY,DOM,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_DOMDHS200718,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,26.9 [12.9-40.9],26.91187,12.93022,40.89353,,2022-05-26T14:20:34+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8278546,imr,COUNTRY,BDI,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:15:11+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8279063,imr,COUNTRY,BLZ,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,6.2 [0.8-11.6],6.21209,0.80885,11.61533,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T11:59:05+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8279576,imr,COUNTRY,CUB,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:49:32+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8280522,imr,COUNTRY,KHM,WPR,YEAR,Western Pacific,DHSMICSGEOREGION,DHSMICSGEOREGION_KHMDHS200013,2000,,,,,DATASOURCE,DATASOURCE_EQ_DHS,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death,2022-05-26T14:15:13+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8280613,imr,COUNTRY,MOZ,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_MOZMICS200810,2008,,,,,DATASOURCE,DATASOURCE_EQ_MICS,69.1 [55.6-82.5],69.09179,55.64654,82.53703,,2022-05-26T14:35:01+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8280893,imr,COUNTRY,PRY,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,2016,,,,,DATASOURCE,DATASOURCE_EQ_MICS,26.0 [16.2-35.7],25.974,16.21081,35.73719,,2022-05-26T13:00:49+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8282097,imr,COUNTRY,TUR,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2003,,,,,DATASOURCE,DATASOURCE_EQ_DHS,20.6 [9.4-31.8],20.58153,9.37161,31.79144,,2022-05-26T12:35:05+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
8283081,imr,COUNTRY,PHL,WPR,YEAR,Western Pacific,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,26.2 [13.8-38.6],26.1732,13.75049,38.59591,,2022-05-26T12:27:53+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8283620,imr,COUNTRY,GHA,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:52:24+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8284942,imr,COUNTRY,MMR,SEAR,YEAR,South-East Asia,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,36.7 [25.5-48.0],36.71943,25.46499,47.97387,,2022-05-26T11:37:31+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8285312,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,1997,,,,,DATASOURCE,DATASOURCE_EQ_DHS,59.1 [53.0-65.1],59.06117,53.01412,65.10822,,2022-05-26T11:46:09+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
8287078,imr,COUNTRY,MNG,WPR,YEAR,Western Pacific,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:57:55+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8288183,imr,COUNTRY,ZWE,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_ZWEDHS200506,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,32.0 [15.8-48.2],31.99315,15.82226,48.16405,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T14:53:47+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8288306,imr,COUNTRY,NGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201117,2011,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:37:40+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8288654,imr,COUNTRY,GNB,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2014,,,,,DATASOURCE,DATASOURCE_EQ_MICS,61.9 [56.7-67.0],61.85344,56.71496,66.99192,,2022-05-26T11:35:23+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8290224,imr,COUNTRY,PER,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2019,,,,,DATASOURCE,DATASOURCE_EQ_DHS,3.8 [1.3-6.4],3.84869,1.27494,6.42243,,2022-05-26T12:27:18+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8290813,imr,COUNTRY,NGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201628,2016,,,,,DATASOURCE,DATASOURCE_EQ_MICS,40.2 [22.8-57.7],40.22408,22.75766,57.6905,,2022-05-26T14:38:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8293117,imr,COUNTRY,NPL,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_NPLDHS200603,2006,,,,,DATASOURCE,DATASOURCE_EQ_DHS,56.0 [39.1-72.9],55.96859,39.05235,72.88483,,2022-05-26T14:36:02+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8293326,imr,COUNTRY,VNM,WPR,YEAR,Western Pacific,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:40:44+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8293946,imr,COUNTRY,MNG,WPR,YEAR,Western Pacific,DHSMICSGEOREGION,DHSMICSGEOREGION_MNGMICS201302,2013,,,,,DATASOURCE,DATASOURCE_EQ_MICS,29.8 [22.5-37.1],29.80764,22.50458,37.11071,,2022-05-26T14:34:26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8294053,imr,COUNTRY,ALB,EUR,YEAR,Europe,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,7.0 [0.5-13.5],7.00182,0.48572,13.51792,,2022-05-26T12:45:10+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8294321,imr,COUNTRY,TKM,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,35.5 [18.4-52.5],35.451,18.36152,52.54047,,2022-05-26T12:35:30+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8294474,imr,COUNTRY,TZA,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,60.3 [46.6-74.1],60.34186,46.57259,74.11114,,2022-05-26T13:06:48+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8296002,imr,COUNTRY,SLE,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,105.6 [86.3-125.0],105.62277,86.28497,124.96058,,2022-05-26T11:39:29+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
8298623,imr,COUNTRY,GIN,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_GINDHS200503,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,120.5 [93.3-147.8],120.54179,93.25279,147.83078,,2022-05-26T14:24:37+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
